URL,Key,Column,Response,Actual Result,Correct,Prompt,Context Response,Context Correct
https://en.wikipedia.org/wiki/2015_PGA_Tour_Canada,"Syncrude Boreal Open,SIGA Dakota Dunes Open,The Players Cup",Purse (C$),Syncrude Boreal Open,Syncrude Boreal Open,1,"Which 'Tournament' has lower 'Purse (C$)', 'Syncrude Boreal Open', 'SIGA Dakota Dunes Open' or 'The Players Cup'?",,0
https://en.wikipedia.org/wiki/2015_Pacific_Games,"Micronesia,Tuvalu,Fiji",Rank,Fiji,Fiji,1,"Which 'Nation' has lower 'Rank', 'Micronesia', 'Tuvalu' or 'Fiji'?",,0
https://en.wikipedia.org/wiki/2015_Pro_Golf_Tour,"Reinier Saxton,Chris Robb,David Antonelli",Position,Reinier Saxton,Reinier Saxton,1,"Which 'Player' has lower 'Position', 'Reinier Saxton', 'Chris Robb' or 'David Antonelli'?",,0
https://en.wikipedia.org/wiki/2015_Q_School,"Adam Duffy,Greg Casey,Leo Fernandez",Event 1,Greg Casey,Greg Casey,1,"Which 'Player' has lower 'Event 1', 'Adam Duffy', 'Greg Casey' or 'Leo Fernandez'?",,0
https://en.wikipedia.org/wiki/2015_UCI_men%27s_road_cycling_rankings,"France,Norway,Ukraine",Rank,France,France,1,"Which 'Nation' has lower 'Rank', 'France', 'Norway' or 'Ukraine'?",,0
https://en.wikipedia.org/wiki/2015_Web.com_Tour,"Albertsons Boise Open,Nova Scotia Open,Digital Ally Open",Purse (US$),600000,Digital Ally Open,0,"Which 'Tournament' has lower 'Purse (US$)', 'Albertsons Boise Open', 'Nova Scotia Open' or 'Digital Ally Open'?",,0
https://en.wikipedia.org/wiki/2016%E2%80%9317_PGA_Tour,"Xander Schauffele,Brooks Koepka,Rickie Fowler",Position,Xander Schauffele,Xander Schauffele,1,"Which 'Player' has lower 'Position', 'Xander Schauffele', 'Brooks Koepka' or 'Rickie Fowler'?",,0
https://en.wikipedia.org/wiki/2016%E2%80%9317_Saudi_Pro_League,"Round 18,Round 15,Round 19",GP.,Round 19,Round 18,0,"Which 'Round' has lower 'GP.', 'Round 18', 'Round 15' or 'Round 19'?",,0
https://en.wikipedia.org/wiki/2016%E2%80%9317_Ukrainian_Premier_League,"Shakhtar Donetsk,Zorya Luhansk,Dnipro",Rank,Shakhtar Donetsk,Shakhtar Donetsk,1,"Which 'Club' has lower 'Rank', 'Shakhtar Donetsk', 'Zorya Luhansk' or 'Dnipro'?",,0
https://en.wikipedia.org/wiki/2016%E2%80%9317_United_States_national_rugby_sevens_team_season,"Folau Niua,Perry Baker,Ben Pinkelman",Matches,Ben Pinkelman,Ben Pinkelman,1,"Which 'Player' has lower 'Matches', 'Folau Niua', 'Perry Baker' or 'Ben Pinkelman'?",,0
https://en.wikipedia.org/wiki/2016_PGA_Tour_Canada,"GolfBC Championship,SIGA Dakota Dunes Open,The Players Cup",Purse (C$),GolfBC Championship,GolfBC Championship,1,"Which 'Tournament' has lower 'Purse (C$)', 'GolfBC Championship', 'SIGA Dakota Dunes Open' or 'The Players Cup'?",,0
https://en.wikipedia.org/wiki/2016_USL_season,"Pittsburgh Riverhounds,Sacramento Republic FC,Rio Grande Valley FC Toros",Capacity,Pittsburgh Riverhounds,Pittsburgh Riverhounds,1,"Which 'Team' has lower 'Capacity', 'Pittsburgh Riverhounds', 'Sacramento Republic FC' or 'Rio Grande Valley FC Toros'?",,0
https://en.wikipedia.org/wiki/2017%E2%80%9318_Saudi_Pro_League,"Round 18,Round 15,Round 19",GP.,Round 19,Round 18,0,"Which 'Round' has lower 'GP.', 'Round 18', 'Round 15' or 'Round 19'?",,0
https://en.wikipedia.org/wiki/2017%E2%80%9318_Ukrainian_Premier_League,"Chornomorets Odesa,Stal Kamianske,Vorskla Poltava",Rank,Vorskla Poltava,Chornomorets Odesa,0,"Which 'Club' has lower 'Rank', 'Chornomorets Odesa', 'Stal Kamianske' or 'Vorskla Poltava'?",,0
https://en.wikipedia.org/wiki/2017_Alps_Tour,"Antoine Rozner,Maxime Radureau,David Borda",Position,Antoine Rozner,Antoine Rozner,1,"Which 'Player' has lower 'Position', 'Antoine Rozner', 'Maxime Radureau' or 'David Borda'?",,0
https://en.wikipedia.org/wiki/2017_Euro_Beach_Soccer_League,"Romania,Hungary,Estonia",Pos,Hungary,Estonia,0,"Which 'Team' has lower 'Pos', 'Romania', 'Hungary' or 'Estonia'?",,0
https://en.wikipedia.org/wiki/2017_PGA_Tour_Canada,"GolfBC Championship,The Players Cup,Staal Foundation Open",Purse (C$),GolfBC Championship,GolfBC Championship,1,"Which 'Tournament' has lower 'Purse (C$)', 'GolfBC Championship', 'The Players Cup' or 'Staal Foundation Open'?",,0
https://en.wikipedia.org/wiki/2017_Q_School,"Joe Swail,William Lemons,Alex Davies",Rank,Joe Swail,Joe Swail,1,"Which 'Player' has lower 'Rank', 'Joe Swail', 'William Lemons' or 'Alex Davies'?",,0
https://en.wikipedia.org/wiki/2018%E2%80%9319_Bangladesh_Premier_League_(football),"Brothers Union,Chittagong Abahani Ltd.,Dhaka Abahani Ltd.",Capacity,Brothers Union,Brothers Union,1,"Which 'Team' has lower 'Capacity', 'Brothers Union', 'Chittagong Abahani Ltd.' or 'Dhaka Abahani Ltd.'?",,0
https://en.wikipedia.org/wiki/2018%E2%80%9319_Saudi_Pro_League,"Al-Faisaly,Al-Taawoun,Al-Hilal",Capacity,Al-Faisaly,Al-Faisaly,1,"Which 'Team' has lower 'Capacity', 'Al-Faisaly', 'Al-Taawoun' or 'Al-Hilal'?",,0
https://en.wikipedia.org/wiki/2018%E2%80%9319_Ukrainian_Premier_League,"FC Lviv,Chornomorets Odesa,Karpaty LvivFC Lviv",Rank,Karpaty Lviv,FC Lviv,0,"Which 'Club' has lower 'Rank', 'FC Lviv', 'Chornomorets Odesa' or 'Karpaty LvivFC Lviv'?",,0
https://en.wikipedia.org/wiki/2018%E2%80%9319_United_States_national_rugby_sevens_team_season,"Madison Hughes,Carlin Isles,Folau Niua",Matches,Folau Niua,Carlin Isles,0,"Which 'Player' has lower 'Matches', 'Madison Hughes', 'Carlin Isles' or 'Folau Niua'?",,0
https://en.wikipedia.org/wiki/2018_Euro_Beach_Soccer_League,"Marian Maciuca,Dmitriy Perevyortov,Ferenc Besenyei",Rank,Dmitriy Perevyortov,Marian Maciuca,0,"Which 'Player' has lower 'Rank', 'Marian Maciuca', 'Dmitriy Perevyortov' or 'Ferenc Besenyei'?",,0
https://en.wikipedia.org/wiki/2018_J2_League,"Takayuki Funayama,Ibba,Douglas Vieira",Rank,Douglas Vieira,Takayuki Funayama,0,"Which 'Player' has lower 'Rank', 'Takayuki Funayama', 'Ibba' or 'Douglas Vieira'?",,0
https://en.wikipedia.org/wiki/2018_Korean_Tour,"Genesis Championship,Huons Celebrity Pro-Am,Kolon Korea Open",Purse,Huons Celebrity Pro-Am,Huons Celebrity Pro-Am,1,"Which 'Tournament' has lower 'Purse', 'Genesis Championship', 'Huons Celebrity Pro-Am' or 'Kolon Korea Open'?",,0
https://en.wikipedia.org/wiki/2018_PGA_Tour_Canada,"GolfBC Championship,Lethbridge Paradise Canyon Open,Windsor Championship",Purse (C$),GolfBC Championship,GolfBC Championship,1,"Which 'Tournament' has lower 'Purse (C$)', 'GolfBC Championship', 'Lethbridge Paradise Canyon Open' or 'Windsor Championship'?",,0
https://en.wikipedia.org/wiki/2018_Philippine_Golf_Tour,"ICTSI Manila Southwoods Championship,Solaire Philippine Open,Summit Point World 18 Challenge",Purse (US$),Summit Point World 18 Challenge,ICTSI Manila Southwoods Championship,0,"Which 'Tournament' has lower 'Purse (US$)', 'ICTSI Manila Southwoods Championship', 'Solaire Philippine Open' or 'Summit Point World 18 Challenge'?",,0
https://en.wikipedia.org/wiki/2018_Q_School,"James Cahill,Michael Judge,Fang Xiongman",Rank,Fang Xiongman,James Cahill,0,"Which 'Player' has lower 'Rank', 'James Cahill', 'Michael Judge' or 'Fang Xiongman'?",,0
https://en.wikipedia.org/wiki/2019%E2%80%9320_Bangladesh_Premier_League_(football),"Bashundhara Kings,Brothers Union,Chittagong Abahani Ltd.",Capacity,Brothers Union,Bashundhara Kings,0,"Which 'Team' has lower 'Capacity', 'Bashundhara Kings', 'Brothers Union' or 'Chittagong Abahani Ltd.'?",,0
https://en.wikipedia.org/wiki/2019%E2%80%9320_Saudi_Pro_League,"Round 28,Round 4,Round 20",GP.,Round 20,Round 28,0,"Which 'Round' has lower 'GP.', 'Round 28', 'Round 4' or 'Round 20'?",,0
https://en.wikipedia.org/wiki/2019%E2%80%9320_Ukrainian_Premier_League,"Shakhtar Donetsk,Desna Chernihiv,FC Lviv",Rank,Shakhtar Donetsk,Shakhtar Donetsk,1,"Which 'Club' has lower 'Rank', 'Shakhtar Donetsk', 'Desna Chernihiv' or 'FC Lviv'?",,0
https://en.wikipedia.org/wiki/2019_Euro_Beach_Soccer_League,"Georgia,Romania,Kazakhstan",Pos,Romania,Kazakhstan,0,"Which 'Team' has lower 'Pos', 'Georgia', 'Romania' or 'Kazakhstan'?",,0
https://en.wikipedia.org/wiki/2019_Pacific_Games,"Guam,Niue,Tahiti",Rank,Tahiti,Tahiti,1,"Which 'Nation' has lower 'Rank', 'Guam', 'Niue' or 'Tahiti'?",,0
https://en.wikipedia.org/wiki/2020%E2%80%9321_Bangladesh_Premier_League_(football),"Mohammad Nayeem,Saiful Islam Khan,Shahidul Alam Sohel",Rank,Mohammad Nayeem,Mohammad Nayeem,1,"Which 'Player' has lower 'Rank', 'Mohammad Nayeem', 'Saiful Islam Khan' or 'Shahidul Alam Sohel'?",,0
https://en.wikipedia.org/wiki/2020%E2%80%9321_Saudi_Pro_League,"Al-Batin,Al-Taawoun,Al-Hilal",Capacity,Al-Batin,Al-Batin,1,"Which 'Team' has lower 'Capacity', 'Al-Batin', 'Al-Taawoun' or 'Al-Hilal'?",,0
https://en.wikipedia.org/wiki/2021%E2%80%9322_Bangladesh_Premier_League_(football),"Chittagong Abahani Ltd.,Dhaka Abahani Ltd.,Dhaka Mohammedan SC Ltd.",Capacity,Dhaka Mohammedan SC Ltd.,Dhaka Abahani Ltd.,0,"Which 'Team' has lower 'Capacity', 'Chittagong Abahani Ltd.', 'Dhaka Abahani Ltd.' or 'Dhaka Mohammedan SC Ltd.'?",,0
https://en.wikipedia.org/wiki/2021%E2%80%9322_Sunshine_Tour,"Thriston Lawrence,Oliver Bekker,Hennie du Plessis",Position,Thriston Lawrence,Thriston Lawrence,1,"Which 'Player' has lower 'Position', 'Thriston Lawrence', 'Oliver Bekker' or 'Hennie du Plessis'?",,0
https://en.wikipedia.org/wiki/2021_Q_School,"Sanderson Lam,John Astley,Michael White",Rank,John Astley,Sanderson Lam,0,"Which 'Player' has lower 'Rank', 'Sanderson Lam', 'John Astley' or 'Michael White'?",,0
https://en.wikipedia.org/wiki/2022%E2%80%9323_Saudi_Pro_League,"Round 28,Round 4,Round 20",GP.,Round 4,Round 28,0,"Which 'Round' has lower 'GP.', 'Round 28', 'Round 4' or 'Round 20'?",,0
https://en.wikipedia.org/wiki/2022_Korn_Ferry_Tour,"The Ascendant,NV5 Invitational,Live and Work in Maine Open",Purse (US$),750000,The Ascendant,0,"Which 'Tournament' has lower 'Purse (US$)', 'The Ascendant', 'NV5 Invitational' or 'Live and Work in Maine Open'?",,0
https://en.wikipedia.org/wiki/2022_Pro_Golf_Tour,"Alan de Bondt,Dario Antonisse,Victor Veyret",Position,Victor Veyret,Alan de Bondt,0,"Which 'Player' has lower 'Position', 'Alan de Bondt', 'Dario Antonisse' or 'Victor Veyret'?",,0
https://en.wikipedia.org/wiki/2023%E2%80%9324_Bangladesh_Championship_League,"Md Hasebul Hasan Santo,Abdullah Tofel,Elias Hasdak",Goals,Abdullah Tofel,Md Hasebul Hasan Santo,0,"Which 'Player' has lower 'Goals', 'Md Hasebul Hasan Santo', 'Abdullah Tofel' or 'Elias Hasdak'?",,0
https://en.wikipedia.org/wiki/2023%E2%80%9324_Horizon_League_men%27s_basketball_season,"Youngstown State,Oakland,Green Bay",GP,Green Bay,Oakland,0,"Which 'Team' has lower 'GP', 'Youngstown State', 'Oakland' or 'Green Bay'?",,0
https://en.wikipedia.org/wiki/2023%E2%80%9324_Saudi_Pro_League,"Round 15,Round 20,Round 4",GP.,Round 4,Round 15,0,"Which 'Round' has lower 'GP.', 'Round 15', 'Round 20' or 'Round 4'?",,0
https://en.wikipedia.org/wiki/2023_Rugby_World_Cup_statistics,"Ireland vs New Zealand,Australia vs Georgia,England vs South Africa",Rank,England vs South Africa,Ireland vs New Zealand,0,"Which 'Match' has lower 'Rank', 'Ireland vs New Zealand', 'Australia vs Georgia' or 'England vs South Africa'?",,0
https://en.wikipedia.org/wiki/AACTA_Award_for_Best_Documentary_Series,"Kokoda,Once Bitten,Beyond Kokoda",Year,2009,Once Bitten,0,"Which 'Film' has lower 'Year', 'Kokoda', 'Once Bitten' or 'Beyond Kokoda'?",,0
https://en.wikipedia.org/wiki/AACTA_Award_for_Best_Feature_Length_Documentary,"Gayby Baby,Chasing Asylum,Once My Mother",Year,2014,Once My Mother,0,"Which 'Film' has lower 'Year', 'Gayby Baby', 'Chasing Asylum' or 'Once My Mother'?",,0
https://en.wikipedia.org/wiki/AEX_index,"ING Group,IMCD,Philips",Index weighting (%),IMCD,IMCD,1,"Which 'Company' has lower 'Index weighting (%)', 'ING Group', 'IMCD' or 'Philips'?",,0
https://en.wikipedia.org/wiki/ARIA_Award_for_Best_Female_Artist,"Jenny Morris,Sia,Wendy Matthews",Wins,Jenny Morris,Jenny Morris,1,"Which 'Artist' has lower 'Wins', 'Jenny Morris', 'Sia' or 'Wendy Matthews'?",,0
https://en.wikipedia.org/wiki/ARIA_Award_for_Best_Male_Artist,"Illy,Tim Rogers,Flume",Nominations,Tim Rogers,Illy,0,"Which 'Artist' has lower 'Nominations', 'Illy', 'Tim Rogers' or 'Flume'?",,0
https://en.wikipedia.org/wiki/ARIA_Award_for_Engineer_of_the_Year,"Dann Hume, Chris Collins, Matt Corby,Dom Dolla,Eric J Dobowsky, Sam Teskey, Wayne Connelly",Year,2012,"Dann Hume, Chris Collins, Matt Corby",0,"Which 'Engineer(s)' has lower 'Year', 'Dann Hume, Chris Collins, Matt Corby', 'Dom Dolla' or 'Eric J Dobowsky, Sam Teskey, Wayne Connelly'?",,0
https://en.wikipedia.org/wiki/ASEAN_PGA_Tour,"2008,2014,2010",Prize money (US$),2008,2010,0,"Which 'Year' has lower 'Prize money (US$)', '2008', '2014' or '2010'?",,0
https://en.wikipedia.org/wiki/Abaqulusi_Local_Municipality,"Enyati Anthracide Mine,Khambi,Kandas Prison",Code,Enyati Anthracide Mine,Enyati Anthracide Mine,1,"Which 'Place' has lower 'Code', 'Enyati Anthracide Mine', 'Khambi' or 'Kandas Prison'?",,0
https://en.wikipedia.org/wiki/Academy_Award_for_Best_Actress,"Bette Davis,Olivia de Havilland,Elizabeth Taylor",Wins,Olivia de Havilland,Bette Davis,0,"Which 'Actress' has lower 'Wins', 'Bette Davis', 'Olivia de Havilland' or 'Elizabeth Taylor'?",,0
https://en.wikipedia.org/wiki/Academy_Award_for_Best_Director,"Spellbound,Gentleman's Agreement,The Treasure of the Sierra Madre",Year,Spellbound,Spellbound,1,"Which 'Film' has lower 'Year', 'Spellbound', 'Gentleman's Agreement' or 'The Treasure of the Sierra Madre'?",,0
https://en.wikipedia.org/wiki/Aconitine,"Rat,Rat,Cat",Dose data (mg/kg),Cat,Rat,0,"Which 'Species observed' has lower 'Dose data (mg/kg)', 'Rat', 'Rat' or 'Cat'?",,0
https://en.wikipedia.org/wiki/Administrative_distance,"OSPF AS Ext,OSPFinter,Static",Administrative distance,1,Static,0,"Which 'Routing protocol' has lower 'Administrative distance', 'OSPF AS Ext', 'OSPFinter' or 'Static'?",,0
https://en.wikipedia.org/wiki/Afro-Asian_Club_Championship,"Morocco,Tunisia,Thailand",Winners,Thailand,Thailand,1,"Which 'Nation' has lower 'Winners', 'Morocco', 'Tunisia' or 'Thailand'?",,0
https://en.wikipedia.org/wiki/Aircraft_carrier_operations_during_World_War_II,"Submarine Torpedoes,Other Causes,Warship Gunfire",Carrier Lost-Time Involvements,Other Causes,Warship Gunfire,0,"Which 'Causes For Damage' has lower 'Carrier Lost-Time Involvements', 'Submarine Torpedoes', 'Other Causes' or 'Warship Gunfire'?",,0
https://en.wikipedia.org/wiki/Albert_Luthuli_Local_Municipality,"Steynsdorp,Ndlela,Diepgezet",Code,Steynsdorp,Diepgezet,0,"Which 'Place' has lower 'Code', 'Steynsdorp', 'Ndlela' or 'Diepgezet'?",,0
https://en.wikipedia.org/wiki/Aleksinac,"Montenegrins,Russians,Muslims",Population,Russians,Russians,1,"Which 'Ethnic group' has lower 'Population', 'Montenegrins', 'Russians' or 'Muslims'?",,0
https://en.wikipedia.org/wiki/Amahlathi_Local_Municipality,"Marienthal,Keiskammahoek North,Ngqika",Code,Ngqika,Keiskammahoek North,0,"Which 'Place' has lower 'Code', 'Marienthal', 'Keiskammahoek North' or 'Ngqika'?",,0
https://en.wikipedia.org/wiki/Antipodes_Islands,"Total,Leeward Island,Bollons Island",Area (ha),Leeward Island,Leeward Island,1,"Which 'Location' has lower 'Area (ha)', 'Total', 'Leeward Island' or 'Bollons Island'?",,0
https://en.wikipedia.org/wiki/Appinite,"Cr,Nb,Sr",Appinite Meenalargan,Nb,Nb,1,"Which 'Trace elements ppm' has lower 'Appinite Meenalargan', 'Cr', 'Nb' or 'Sr'?",,0
https://en.wikipedia.org/wiki/Apple_Music_100_Best_Albums,"Alternative,Jazz,Hard rock",Number of albums,Jazz,Jazz,1,"Which 'Genre' has lower 'Number of albums', 'Alternative', 'Jazz' or 'Hard rock'?",,0
"https://en.wikipedia.org/wiki/Arbus,_Sardinia","Switzerland,Austria,Netherlands",Arrivals in town,Austria,Netherlands,0,"Which 'Country of origin' has lower 'Arrivals in town', 'Switzerland', 'Austria' or 'Netherlands'?",,0
https://en.wikipedia.org/wiki/Argentina_at_the_2015_Pan_American_Games,"Badminton,Taekwondo,Basketball",Men,Badminton,Badminton,1,"Which 'Sport' has lower 'Men', 'Badminton', 'Taekwondo' or 'Basketball'?",,0
https://en.wikipedia.org/wiki/Argentina_at_the_2015_Parapan_American_Games,"Cycling,Judo,Goalball",Men,Goalball,Judo,0,"Which 'Sport' has lower 'Men', 'Cycling', 'Judo' or 'Goalball'?",,0
https://en.wikipedia.org/wiki/Armenian_language,"Syria,Greece,United States",Armenian speakers,Greece,Greece,1,"Which 'Country' has lower 'Armenian speakers', 'Syria', 'Greece' or 'United States'?",,0
https://en.wikipedia.org/wiki/Asian_Cup_Winners%27_Cup,"United Arab Emirates,Iran,China",Titles,China,United Arab Emirates,0,"Which 'Nation' has lower 'Titles', 'United Arab Emirates', 'Iran' or 'China'?",,0
"https://en.wikipedia.org/wiki/Atlanta_campaign_order_of_battle:_First_phase,_Union","XX Corps,Cavalry Corps,Total",April 30,Cavalry Corps,Cavalry Corps,1,"Which 'Corps' has lower 'April 30', 'XX Corps', 'Cavalry Corps' or 'Total'?",,0
"https://en.wikipedia.org/wiki/Atlanta_campaign_order_of_battle:_Second_phase,_Union","XX Corps,Cavalry Corps,Total",April 30,Cavalry Corps,Cavalry Corps,1,"Which 'Corps' has lower 'April 30', 'XX Corps', 'Cavalry Corps' or 'Total'?",,0
https://en.wikipedia.org/wiki/Atlantic_slave_trade,"French Caribbean,Spanish Americas,Dutch Americas",Portuguese,Dutch Americas,Dutch Americas,1,"Which 'Destination' has lower 'Portuguese', 'French Caribbean', 'Spanish Americas' or 'Dutch Americas'?",,0
https://en.wikipedia.org/wiki/Auckland_Islands,"Beehive Rock,Disappointment Island,Pinnacle Rocks",Area (ha),Beehive Rock,Beehive Rock,1,"Which 'Location' has lower 'Area (ha)', 'Beehive Rock', 'Disappointment Island' or 'Pinnacle Rocks'?",,0
https://en.wikipedia.org/wiki/Aude,"Salles-d'Aude,Fleury,Ouveillan",Population,Ouveillan,Ouveillan,1,"Which 'Town' has lower 'Population', 'Salles-d'Aude', 'Fleury' or 'Ouveillan'?",,0
https://en.wikipedia.org/wiki/Aurealis_Award_for_Best_Children%27s_Fiction,"Stellarphant,Refuge,The Dog Runner",Year,2015,Refuge,0,"Which 'Work(s)' has lower 'Year', 'Stellarphant', 'Refuge' or 'The Dog Runner'?",,0
https://en.wikipedia.org/wiki/Aurealis_Award_for_Best_Collection,"Living With the Dead,Five Dragons,Dead Sea Fruit",Year,2008,Dead Sea Fruit,0,"Which 'Collection' has lower 'Year', 'Living With the Dead', 'Five Dragons' or 'Dead Sea Fruit'?",,0
https://en.wikipedia.org/wiki/Aurealis_Award_for_Best_Fantasy_Short_Story,"""Hamelin's Graves"",""The Lighthouse at Cape Defeat"",nan",Year,2005,,0,"Which 'Short story' has lower 'Year', '""Hamelin's Graves""', '""The Lighthouse at Cape Defeat""' or 'nan'?",,0
https://en.wikipedia.org/wiki/Aurealis_Award_for_Best_Horror_Novella,"""Bad Weather"",""Hell's Teeth"",""The Cockroach King""",Year,2015,"""Bad Weather""",0,"Which 'Novella' has lower 'Year', '""Bad Weather""', '""Hell's Teeth""' or '""The Cockroach King""'?",,0
https://en.wikipedia.org/wiki/Aurealis_Award_for_Best_Illustrated_Book_or_Graphic_Novel,"Nottingham Vol. 2: A King's Ransom,Mr Unpronounceable and the Sect of the Bleeding Eye,Ember and the Island of Lost Creatures",Year,2021,Mr Unpronounceable and the Sect of the Bleeding Eye,0,"Which 'Illustrated book or graphic novel' has lower 'Year', 'Nottingham Vol. 2: A King's Ransom', 'Mr Unpronounceable and the Sect of the Bleeding Eye' or 'Ember and the Island of Lost Creatures'?",,0
https://en.wikipedia.org/wiki/Aurealis_Award_for_Best_Young_Adult_Short_Story,"""The Moon Collector"",""Once a Month, On a Sunday"",""The Wisdom of the Ants""",Year,2009,"""Once a Month, On a Sunday""",0,"Which 'Short story' has lower 'Year', '""The Moon Collector""', '""Once a Month, On a Sunday""' or '""The Wisdom of the Ants""'?",,0
https://en.wikipedia.org/wiki/Australia_at_the_2017_Asian_Winter_Games,"Total,Cross-country skiing,Speed skating",Men,Speed skating,Speed skating,1,"Which 'Sport' has lower 'Men', 'Total', 'Cross-country skiing' or 'Speed skating'?",,0
https://en.wikipedia.org/wiki/Australia_at_the_2022_Commonwealth_Games,"Weightlifting,Swimming,Beach volleyball",Men,Beach volleyball,Beach volleyball,1,"Which 'Sport' has lower 'Men', 'Weightlifting', 'Swimming' or 'Beach volleyball'?",,0
