URL,Key,Column,Real Value,Response,Correct,Prompt,Context Response,Context Correct
https://en.wikipedia.org/wiki/2018_Pakistani_Senate_election,Raza Rabbani,Seat Type,General,Technocrat/Ulema,0,What is the value of 'Seat Type' where 'Candidate' is 'Raza Rabbani'?,,NA
https://en.wikipedia.org/wiki/2018_Philippine_Golf_Tour,ICTSI Manila Southwoods Championship,Location,Manila,Manila Southwoods Golf and Country Club,0,What is the value of 'Location' where 'Tournament' is 'ICTSI Manila Southwoods Championship'?,,NA
https://en.wikipedia.org/wiki/2018_Q_School,James Cahill,Rank,3,1,0,What is the value of 'Rank' where 'Player' is 'James Cahill'?,,NA
https://en.wikipedia.org/wiki/2018_Trinidad_and_Tobago_floods,Paria Road,STATUS,Landslips cleared from 55km to 61km.,Flooded,0,What is the value of 'STATUS' where 'ROADWAY' is 'Paria Road'?,,NA
https://en.wikipedia.org/wiki/2018_UEFA_Women%27s_Champions_League_final,Shots on target,Wolfsburg,3,6,0,What is the value of 'Wolfsburg' where 'Statistic' is 'Shots on target'?,,NA
https://en.wikipedia.org/wiki/2018_Western_Michigan_Broncos_football_team,Justin Tranquill,Award,Wuerffel Trophy,Bronko Nagurski Trophy,0,What is the value of 'Award' where 'Player' is 'Justin Tranquill'?,,NA
https://en.wikipedia.org/wiki/2019%E2%80%9320_Bangladesh_Premier_League_(football),Bashundhara Kings,Location,Nilphamari,Dhaka,0,What is the value of 'Location' where 'Team' is 'Bashundhara Kings'?,,NA
https://en.wikipedia.org/wiki/2019%E2%80%9320_Saudi_Pro_League,Round 28,GP.,8,0,0,What is the value of 'GP.' where 'Round' is 'Round 28'?,,NA
https://en.wikipedia.org/wiki/2019%E2%80%9320_Ukrainian_Premier_League,Shakhtar Donetsk,Rank,2,2,1,What is the value of 'Rank' where 'Club' is 'Shakhtar Donetsk'?,,NA
https://en.wikipedia.org/wiki/2019%E2%80%9320_snooker_world_rankings,3,After,China Championship,2019 Scottish Open,0,What is the value of 'After' where 'Revision point' is '3'?,,NA
https://en.wikipedia.org/wiki/2019_Euro_Beach_Soccer_League,Georgia,Pos,8,7,0,What is the value of 'Pos' where 'Team' is 'Georgia'?,,NA
https://en.wikipedia.org/wiki/2019_Pacific_Games,Guam,Rank,14,14,1,What is the value of 'Rank' where 'Nation' is 'Guam'?,,NA
https://en.wikipedia.org/wiki/2019_UEFA_Women%27s_Champions_League_final,Shots on target,Lyon,11,9,0,What is the value of 'Lyon' where 'Statistic' is 'Shots on target'?,,NA
https://en.wikipedia.org/wiki/2020%E2%80%9321_Bangladesh_Premier_League_(football),Mohammad Nayeem,Rank,3,4,0,What is the value of 'Rank' where 'Player' is 'Mohammad Nayeem'?,,NA
https://en.wikipedia.org/wiki/2020%E2%80%9321_Saudi_Pro_League,Al-Batin,Location,Hafar al-Batin,Hafar al-Batin,1,What is the value of 'Location' where 'Team' is 'Al-Batin'?,,NA
https://en.wikipedia.org/wiki/2020%E2%80%9321_snooker_world_rankings,8,After,Tour Championship,38350,0,What is the value of 'After' where 'Revision point' is '8'?,,NA
https://en.wikipedia.org/wiki/2020_AFC_Champions_League,Yu Yang,Position,Defenders,Midfielder,0,What is the value of 'Position' where 'Player' is 'Yu Yang'?,,NA
https://en.wikipedia.org/wiki/2020_CAF_Champions_League_final,Red cards,Zamalek,0,1,0,What is the value of 'Zamalek' where 'Statistic' is 'Red cards'?,,NA
https://en.wikipedia.org/wiki/2020_CONCACAF_Champions_League_final,Shots on target,UANL,5,2,0,What is the value of 'UANL' where 'Statistic' is 'Shots on target'?,,NA
https://en.wikipedia.org/wiki/2020_DFB-Pokal_final,Shots on target,Bayer Leverkusen,3,5,0,What is the value of 'Bayer Leverkusen' where 'Statistic' is 'Shots on target'?,,NA
https://en.wikipedia.org/wiki/2020_Metro_Manila_Film_Festival,Isa Pang Bahaghari,Starring,"Nora Aunor, Phillip Salvador, Michael de Mesa","Phillip Salvador, Carla Abellana",0,What is the value of 'Starring' where 'Title' is 'Isa Pang Bahaghari'?,,NA
https://en.wikipedia.org/wiki/2020_PGA_Tour_Canada,GolfBC Championship,Location,British Columbia,"Kelowna, British Columbia",0,What is the value of 'Location' where 'Tournament' is 'GolfBC Championship'?,,NA
https://en.wikipedia.org/wiki/2020_Suncorp_Super_Netball_season,West Coast Fever,Captain/s,Courtney Bruce,"Jhaniele Fowler, Courtney Bruce",0,What is the value of 'Captain/s' where 'Team' is 'West Coast Fever'?,,NA
https://en.wikipedia.org/wiki/2020_UEFA_Champions_League_final,Shots on target,Paris Saint-Germain,2,6,0,What is the value of 'Paris Saint-Germain' where 'Statistic' is 'Shots on target'?,,NA
https://en.wikipedia.org/wiki/2020_UEFA_Europa_League_final,Shots on target,Sevilla,5,9,0,What is the value of 'Sevilla' where 'Statistic' is 'Shots on target'?,,NA
https://en.wikipedia.org/wiki/2020_UEFA_Women%27s_Champions_League_final,Shots on target,VfL Wolfsburg,1,6,0,What is the value of 'VfL Wolfsburg' where 'Statistic' is 'Shots on target'?,,NA
https://en.wikipedia.org/wiki/2021%E2%80%932026_NCAA_conference_realignment,Florida Atlantic Owls,Former Conference,CUSA,Conference USA,0,What is the value of 'Former Conference' where 'School' is 'Florida Atlantic Owls'?,,NA
https://en.wikipedia.org/wiki/2021%E2%80%9322_Bangladesh_Premier_League_(football),Chittagong Abahani Ltd.,Location,Comilla,Chittagong,0,What is the value of 'Location' where 'Team' is 'Chittagong Abahani Ltd.'?,,NA
https://en.wikipedia.org/wiki/2021%E2%80%9322_Sunshine_Tour,Thriston Lawrence,Position,3,1,0,What is the value of 'Position' where 'Player' is 'Thriston Lawrence'?,,NA
https://en.wikipedia.org/wiki/2021_CAF_Champions_League_final,Red cards,Kaizer Chiefs,1,0,0,What is the value of 'Kaizer Chiefs' where 'Statistic' is 'Red cards'?,,NA
https://en.wikipedia.org/wiki/2021_Q_School,Sanderson Lam,Rank,3,8,0,What is the value of 'Rank' where 'Player' is 'Sanderson Lam'?,,NA
https://en.wikipedia.org/wiki/2021_Suncorp_Super_Netball_season,Ashlee Unie,Moving from,Sunshine Coast Lightning,West Coast Fever,0,What is the value of 'Moving from' where 'Name' is 'Ashlee Unie'?,,NA
https://en.wikipedia.org/wiki/2022%E2%80%9323_Bangladesh_Championship_League,Fortis FC Academy,Location,", Dhaka",Dhaka,0,What is the value of 'Location' where 'Team' is 'Fortis FC Academy'?,,NA
https://en.wikipedia.org/wiki/2022%E2%80%9323_Horizon_League_men%27s_basketball_season,4,Player of the Week,"Dwayne Cohill, Youngstown State",Trey Calvin,0,What is the value of 'Player of the Week' where 'Week' is '4'?,,NA
https://en.wikipedia.org/wiki/2022%E2%80%9323_Saudi_Pro_League,Round 28,GP.,8,135416,0,What is the value of 'GP.' where 'Round' is 'Round 28'?,,NA
https://en.wikipedia.org/wiki/2022_A-League_Men_Grand_Final,Shots on target,Melbourne City,0,4,0,What is the value of 'Melbourne City' where 'Statistic' is 'Shots on target'?,,NA
https://en.wikipedia.org/wiki/2022_AFC_Champions_League_final,Shots on target,Al-Hilal,2,8,0,What is the value of 'Al-Hilal' where 'Statistic' is 'Shots on target'?,,NA
https://en.wikipedia.org/wiki/2022_CAF_Champions_League_final,Red cards,Al Ahly,0,0,1,What is the value of 'Al Ahly' where 'Statistic' is 'Red cards'?,,NA
https://en.wikipedia.org/wiki/2022_FIFA_Club_World_Cup_final,Shots on target,Real Madrid,4,8,0,What is the value of 'Real Madrid' where 'Statistic' is 'Shots on target'?,,NA
https://en.wikipedia.org/wiki/2022_Korn_Ferry_Tour,The Ascendant,Location,Colorado,"Vancouver, Washington",0,What is the value of 'Location' where 'Tournament' is 'The Ascendant'?,,NA
https://en.wikipedia.org/wiki/2022_Philippine_general_election,Election silence,Start,"May 8, 2022","May 7, 2022",0,What is the value of 'Start' where 'Activity' is 'Election silence'?,,NA
https://en.wikipedia.org/wiki/2022_Pro_Golf_Tour,Alan de Bondt,Position,3,8,0,What is the value of 'Position' where 'Player' is 'Alan de Bondt'?,,NA
https://en.wikipedia.org/wiki/2022_UEFA_Champions_League_final,Shots on target,Liverpool,5,9,0,What is the value of 'Liverpool' where 'Statistic' is 'Shots on target'?,,NA
https://en.wikipedia.org/wiki/2022_UEFA_Women%27s_Champions_League_final,Shots on target,Barcelona,2,6,0,What is the value of 'Barcelona' where 'Statistic' is 'Shots on target'?,,NA
https://en.wikipedia.org/wiki/2023%E2%80%9324_Bangladesh_Championship_League,Md Hasebul Hasan Santo,Rank,27,1,0,What is the value of 'Rank' where 'Player' is 'Md Hasebul Hasan Santo'?,,NA
https://en.wikipedia.org/wiki/2023%E2%80%9324_Bangladesh_Premier_League_(football),9,Player,TBD,I don't have any information about the 2023-24 Bangladesh Premier League.,0,What is the value of 'Player' where 'Round' is '9'?,,NA
https://en.wikipedia.org/wiki/2023%E2%80%9324_Horizon_League_men%27s_basketball_season,Youngstown State,GP,17,18,0,What is the value of 'GP' where 'Team' is 'Youngstown State'?,,NA
https://en.wikipedia.org/wiki/2023%E2%80%9324_Saudi_Pro_League,Round 15,GP.,9,95401,0,What is the value of 'GP.' where 'Round' is 'Round 15'?,,NA
https://en.wikipedia.org/wiki/2023_A-League_Men_Grand_Final,Shots on target,Melbourne City,4,6,0,What is the value of 'Melbourne City' where 'Statistic' is 'Shots on target'?,,NA
https://en.wikipedia.org/wiki/2023_CAF_Champions_League_final,Shots on target,Al Ahly,2,4,0,What is the value of 'Al Ahly' where 'Statistic' is 'Shots on target'?,,NA
https://en.wikipedia.org/wiki/2023_Japan_Football_League,Kochi United,Manager,Takafumi Yoshimoto,Kiyoto Furushima,0,What is the value of 'Manager' where 'Club' is 'Kochi United'?,,NA
https://en.wikipedia.org/wiki/2023_Rugby_World_Cup_statistics,Ireland vs New Zealand,Rank,3,6,0,What is the value of 'Rank' where 'Match' is 'Ireland vs New Zealand'?,,NA
https://en.wikipedia.org/wiki/2023_Suncorp_Super_Netball_season,Round 4,GS,C. Koenen,Kiera Austin,0,What is the value of 'GS' where 'Round' is 'Round 4'?,,NA
https://en.wikipedia.org/wiki/2023_UEFA_Champions_League_final,Shots on target,Manchester City,2,8,0,What is the value of 'Manchester City' where 'Statistic' is 'Shots on target'?,,NA
https://en.wikipedia.org/wiki/2023_UEFA_Europa_League_final,Shots on target,Sevilla,1,8,0,What is the value of 'Sevilla' where 'Statistic' is 'Shots on target'?,,NA
https://en.wikipedia.org/wiki/2024_A-League_Men_Grand_Final,Shots on target,Central Coast Mariners,0,6,0,What is the value of 'Central Coast Mariners' where 'Statistic' is 'Shots on target'?,,NA
https://en.wikipedia.org/wiki/2024_Major_League_Baseball_draft,18,Player,Theo Gillen,I don't have any information about the 2024 Major League Baseball draft.,0,What is the value of 'Player' where 'Pick' is '18'?,,NA
https://en.wikipedia.org/wiki/2024_Suncorp_Super_Netball_season,Kadie-Ann Dehaney,Moving from,Sunshine Coast Lightning,West Coast Fever,0,What is the value of 'Moving from' where 'Name' is 'Kadie-Ann Dehaney'?,,NA
https://en.wikipedia.org/wiki/2024_UEFA_Europa_League_final,Shots on target,Atalanta,4,8,0,What is the value of 'Atalanta' where 'Statistic' is 'Shots on target'?,,NA
https://en.wikipedia.org/wiki/20th_Louisiana_Infantry_Regiment,B #2,Nickname,Noel Rangers,Caddo Wildcats,0,What is the value of 'Nickname' where 'Company' is 'B #2'?,,NA
https://en.wikipedia.org/wiki/33rd_Alabama_Infantry_Regiment,C,Counties of Origin,Butler,Barbour,0,What is the value of 'Counties of Origin' where 'Company' is 'C'?,,NA
https://en.wikipedia.org/wiki/6-Diazo-5-oxo-L-norleucine,Asparagine synthetase,Metabolic pathway,Amino acid synthesis,"Alanine, aspartate and glutamate metabolism",0,What is the value of 'Metabolic pathway' where 'Enzyme' is 'Asparagine synthetase'?,,NA
https://en.wikipedia.org/wiki/AACTA_Award_for_Best_Documentary_Series,Kokoda,Year,2010,2009,0,What is the value of 'Year' where 'Film' is 'Kokoda'?,,NA
https://en.wikipedia.org/wiki/AACTA_Award_for_Best_Feature_Length_Documentary,Gayby Baby,Year,2015,2015,1,What is the value of 'Year' where 'Film' is 'Gayby Baby'?,,NA
https://en.wikipedia.org/wiki/AEX_index,ING Group,ICB Sector,Financials,Banks,0,What is the value of 'ICB Sector' where 'Company' is 'ING Group'?,,NA
https://en.wikipedia.org/wiki/AGM-45_Shrike,AGM-45A-3 AGM-45B-3,Guidance Section,Mk 24 Mod 0/1/34,Passive radar,0,What is the value of 'Guidance Section' where 'Designation' is 'AGM-45A-3 AGM-45B-3'?,,NA
https://en.wikipedia.org/wiki/ARIA_Achievement_Awards,1991,Awardee(s),Midnight Oil,Helen Reddy,0,What is the value of 'Awardee(s)' where 'Year' is '1991'?,,NA
https://en.wikipedia.org/wiki/ARIA_Award_for_Best_Female_Artist,Jenny Morris,Wins,2,2,1,What is the value of 'Wins' where 'Artist' is 'Jenny Morris'?,,NA
https://en.wikipedia.org/wiki/ARIA_Award_for_Best_Male_Artist,Illy,Nominations,2,6,0,What is the value of 'Nominations' where 'Artist' is 'Illy'?,,NA
https://en.wikipedia.org/wiki/ARIA_Award_for_Best_Music_DVD,2009,Winner(s),Kasey Chambers & Shane Nicholson,Various Artists,0,What is the value of 'Winner(s)' where 'Year' is '2009'?,,NA
https://en.wikipedia.org/wiki/ARIA_Award_for_Best_New_Talent,1990,Winner(s),Gyan,Tyrrell,0,What is the value of 'Winner(s)' where 'Year' is '1990'?,,NA
https://en.wikipedia.org/wiki/ARIA_Award_for_Best_Rock_Album,2005,Winner(s),Evermore,Grinspoon,0,What is the value of 'Winner(s)' where 'Year' is '2005'?,,NA
https://en.wikipedia.org/wiki/ARIA_Award_for_Best_Urban_Album,2015,Winner(s),Hiatus Kaiyote,Courtney Barnett,0,What is the value of 'Winner(s)' where 'Year' is '2015'?,,NA
https://en.wikipedia.org/wiki/ARIA_Award_for_Engineer_of_the_Year,"Dann Hume, Chris Collins, Matt Corby",Year,2023,2013,0,"What is the value of 'Year' where 'Engineer(s)' is 'Dann Hume, Chris Collins, Matt Corby'?",,NA
https://en.wikipedia.org/wiki/ARIA_Award_for_Producer_of_the_Year,2021,Producer(s),M-Phazes,Dann Hume,0,What is the value of 'Producer(s)' where 'Year' is '2021'?,,NA
https://en.wikipedia.org/wiki/ARIA_Award_for_Single_of_the_Year,2004,Winner(s),Missy Higgins,Missy Higgins,1,What is the value of 'Winner(s)' where 'Year' is '2004'?,,NA
https://en.wikipedia.org/wiki/ASEAN_PGA_Tour,2008,Winner,Angelo Que,Iain Steel,0,What is the value of 'Winner' where 'Year' is '2008'?,,NA
https://en.wikipedia.org/wiki/A_Shot_at_Love_II_with_Tila_Tequila,Hard to Swallow,First aired,"May 6, 2008","October 21, 2008",0,What is the value of 'First aired' where 'Title' is 'Hard to Swallow'?,,NA
https://en.wikipedia.org/wiki/Abaqulusi_Local_Municipality,Enyati Anthracide Mine,Code,52905,NL341007,0,What is the value of 'Code' where 'Place' is 'Enyati Anthracide Mine'?,,NA
https://en.wikipedia.org/wiki/Academy_Award_for_Best_Actress,Bette Davis,Wins,2,2,1,What is the value of 'Wins' where 'Actress' is 'Bette Davis'?,,NA
https://en.wikipedia.org/wiki/Academy_Award_for_Best_Director,Spellbound,Year,1945,1945,1,What is the value of 'Year' where 'Film' is 'Spellbound'?,,NA
https://en.wikipedia.org/wiki/Aconitine,Rat,Type of test,TDLo,Oral,0,What is the value of 'Type of test' where 'Species observed' is 'Rat'?,,NA
https://en.wikipedia.org/wiki/Administrative_distance,OSPF AS Ext,Administrative distance,3100,110,0,What is the value of 'Administrative distance' where 'Routing protocol' is 'OSPF AS Ext'?,,NA
https://en.wikipedia.org/wiki/Administrative_divisions_of_Uttar_Pradesh,Secondary Education,State Level Officer,"Director General, School Education",Director,0,What is the value of 'State Level Officer' where 'Department' is 'Secondary Education'?,,NA
"https://en.wikipedia.org/wiki/Aesch,_Lucerne",2000,population,950,970,0,What is the value of 'population' where 'year' is '2000'?,,NA
https://en.wikipedia.org/wiki/Afro-Asian_Club_Championship,Morocco,Winners,2,0,0,What is the value of 'Winners' where 'Nation' is 'Morocco'?,,NA
https://en.wikipedia.org/wiki/Ahtahkakoop_Cree_Nation,LANNY,Title,Councillor,Councillor,1,What is the value of 'Title' where 'Given Name' is 'LANNY'?,,NA
https://en.wikipedia.org/wiki/Air_pollution_control_law_in_New_Jersey,"P.L.1967, c.105",Synopsis,Makes changes to penalty provisions.,"An act concerning air pollution control and providing for the control and prohibition of air pollution, and amending and supplementing the Air Pollution Control Act",0,"What is the value of 'Synopsis' where 'Pamphlet law' is 'P.L.1967, c.105'?",,NA
https://en.wikipedia.org/wiki/Aircraft_carrier_operations_during_World_War_II,Submarine Torpedoes,Carrier Lost-Time Involvements,29.0,18,0,What is the value of 'Carrier Lost-Time Involvements' where 'Causes For Damage' is 'Submarine Torpedoes'?,,NA
https://en.wikipedia.org/wiki/Airolo,2000,population,1593,514,0,What is the value of 'population' where 'year' is '2000'?,,NA
https://en.wikipedia.org/wiki/Albert_Luthuli_Local_Municipality,Steynsdorp,Code,80121,KZN242,0,What is the value of 'Code' where 'Place' is 'Steynsdorp'?,,NA
https://en.wikipedia.org/wiki/Aleksinac,Montenegrins,Population,68,134,0,What is the value of 'Population' where 'Ethnic group' is 'Montenegrins'?,,NA
https://en.wikipedia.org/wiki/Alley_Oop,The Wizer curses Oop,Start Date,"March 11, 1953",1935-02-05,0,What is the value of 'Start Date' where 'Description' is 'The Wizer curses Oop'?,,NA
https://en.wikipedia.org/wiki/Alternative_Investment_Market,SCPA,Company,Scapa Group plc,Scapa Group plc,1,What is the value of 'Company' where 'Ticker' is 'SCPA'?,,NA
https://en.wikipedia.org/wiki/Amahlathi_Local_Municipality,Marienthal,Code,21318,EC144132,0,What is the value of 'Code' where 'Place' is 'Marienthal'?,,NA
https://en.wikipedia.org/wiki/Amlikon-Bissegg,2000,Population Amlikon,1199,691,0,What is the value of 'Population Amlikon' where 'Year' is '2000'?,,NA
https://en.wikipedia.org/wiki/Amriswil,1990,population,10426,6845,0,What is the value of 'population' where 'year' is '1990'?,,NA
https://en.wikipedia.org/wiki/Ancestral_reconstruction,FastML,Methods,Maximum Likelihood,"Maximum Likelihood, Bayesian",0,What is the value of 'Methods' where 'Name' is 'FastML'?,,NA
https://en.wikipedia.org/wiki/Angola_national_under-17_football_team,1991,Round,did not enter,Quarterfinals,0,What is the value of 'Round' where 'Year' is '1991'?,,NA
https://en.wikipedia.org/wiki/Anti-BDS_laws,South Dakota,Certification,Yes,Contract,0,What is the value of 'Certification' where 'State' is 'South Dakota'?,,NA
https://en.wikipedia.org/wiki/Antipodes_Islands,Total,Area (ha),2103.7,20250,0,What is the value of 'Area (ha)' where 'Location' is 'Total'?,,NA
https://en.wikipedia.org/wiki/Appinite,Cr,Appinite Serie dei Laghi 1,93.0,10,0,What is the value of 'Appinite Serie dei Laghi 1' where 'Trace elements ppm' is 'Cr'?,,NA
https://en.wikipedia.org/wiki/Apple_Music_100_Best_Albums,Alternative,Number of albums,14,23,0,What is the value of 'Number of albums' where 'Genre' is 'Alternative'?,,NA
https://en.wikipedia.org/wiki/Apsis,Venus,Suffix,-cythe -cytherion,Veneris,0,What is the value of 'Suffix' where 'Astronomical host object' is 'Venus'?,,NA
"https://en.wikipedia.org/wiki/Arbus,_Sardinia",Switzerland,Arrivals in town,1508,123,0,What is the value of 'Arrivals in town' where 'Country of origin' is 'Switzerland'?,,NA
https://en.wikipedia.org/wiki/Ardez,2000,population,401,405,0,What is the value of 'population' where 'year' is '2000'?,,NA
https://en.wikipedia.org/wiki/Argentina_at_the_2015_Pan_American_Games,Badminton,Men,3.0,2,0,What is the value of 'Men' where 'Sport' is 'Badminton'?,,NA
https://en.wikipedia.org/wiki/Argentina_at_the_2015_Parapan_American_Games,Cycling,Men,9,5,0,What is the value of 'Men' where 'Sport' is 'Cycling'?,,NA
https://en.wikipedia.org/wiki/Armenian_language,Syria,Armenian speakers,60000,Western Armenian,0,What is the value of 'Armenian speakers' where 'Country' is 'Syria'?,,NA
https://en.wikipedia.org/wiki/Arvigo,1850,population,110,141,0,What is the value of 'population' where 'year' is '1850'?,,NA
https://en.wikipedia.org/wiki/Ascona,1850,population,902,1246,0,What is the value of 'population' where 'year' is '1850'?,,NA
https://en.wikipedia.org/wiki/Asian_Cup_Winners%27_Cup,United Arab Emirates,Titles,0,1,0,What is the value of 'Titles' where 'Nation' is 'United Arab Emirates'?,,NA
https://en.wikipedia.org/wiki/Astrological_sign,Tiger,Yin/Yang,Yang,Yang,1,What is the value of 'Yin/Yang' where 'Sign' is 'Tiger'?,,NA
"https://en.wikipedia.org/wiki/Atlanta_campaign_order_of_battle:_First_phase,_Confederate",Vaughn's Brigade  BG Alfred J. Vaughn   Col Michael Magevney,Division,Cheatham's Division  MG Benjamin F. Cheatham,Cleburne's Division,0,What is the value of 'Division' where 'Brigade' is 'Vaughn's Brigade  BG Alfred J. Vaughn   Col Michael Magevney'?,,NA
"https://en.wikipedia.org/wiki/Atlanta_campaign_order_of_battle:_First_phase,_Union",XX Corps,Army,Army of the Cumberland,Tennessee,0,What is the value of 'Army' where 'Corps' is 'XX Corps'?,,NA
"https://en.wikipedia.org/wiki/Atlanta_campaign_order_of_battle:_Second_phase,_Confederate",Smith's Brigade,Division,Cleburne's Division  MG Patrick R. Cleburne,Maney's Division,0,What is the value of 'Division' where 'Brigade' is 'Smith's Brigade'?,,NA
"https://en.wikipedia.org/wiki/Atlanta_campaign_order_of_battle:_Second_phase,_Union",XX Corps,Army,Army of the Cumberland,Tennessee,0,What is the value of 'Army' where 'Corps' is 'XX Corps'?,,NA
https://en.wikipedia.org/wiki/Atlantic_slave_trade,French Caribbean,Portuguese,2562,131000,0,What is the value of 'Portuguese' where 'Destination' is 'French Caribbean'?,,NA
https://en.wikipedia.org/wiki/Atmakaraka,Brothers,Planet,Kuja,Mars,0,What is the value of 'Planet' where 'Lordship over' is 'Brothers'?,,NA
https://en.wikipedia.org/wiki/Auckland_Islands,Beehive Rock,Area (ha),0.4,2,0,What is the value of 'Area (ha)' where 'Location' is 'Beehive Rock'?,,NA
https://en.wikipedia.org/wiki/Aude,Salles-d'Aude,Population,3255,3298,0,What is the value of 'Population' where 'Town' is 'Salles-d'Aude'?,,NA
https://en.wikipedia.org/wiki/Aurealis_Award_for_Best_Children%27s_Fiction,Stellarphant,Year,2021,2022,0,What is the value of 'Year' where 'Work(s)' is 'Stellarphant'?,,NA
https://en.wikipedia.org/wiki/Aurealis_Award_for_Best_Collection,Living With the Dead,Year,2012,2012,1,What is the value of 'Year' where 'Collection' is 'Living With the Dead'?,,NA
https://en.wikipedia.org/wiki/Aurealis_Award_for_Best_Fantasy_Short_Story,"""Hamelin's Graves""",Year,2017,2012,0,"What is the value of 'Year' where 'Short story' is '""Hamelin's Graves""'?",,NA
https://en.wikipedia.org/wiki/Aurealis_Award_for_Best_Horror_Novella,"""Bad Weather""",Year,2020,2016,0,"What is the value of 'Year' where 'Novella' is '""Bad Weather""'?",,NA
https://en.wikipedia.org/wiki/Aurealis_Award_for_Best_Illustrated_Book_or_Graphic_Novel,Nottingham Vol. 2: A King's Ransom,Year,2022,2022,1,What is the value of 'Year' where 'Illustrated book or graphic novel' is 'Nottingham Vol. 2: A King's Ransom'?,,NA
https://en.wikipedia.org/wiki/Aurealis_Award_for_Best_Young_Adult_Short_Story,"""The Moon Collector""",Year,2018,2016,0,"What is the value of 'Year' where 'Short story' is '""The Moon Collector""'?",,NA
https://en.wikipedia.org/wiki/Australia_at_the_2017_Asian_Winter_Games,Total,Men,18,30,0,What is the value of 'Men' where 'Sport' is 'Total'?,,NA
https://en.wikipedia.org/wiki/Australia_at_the_2022_Commonwealth_Games,Weightlifting,Men,5.0,9,0,What is the value of 'Men' where 'Sport' is 'Weightlifting'?,,NA
https://en.wikipedia.org/wiki/Australia_women%27s_national_field_hockey_squad_records,,Young Player of the Year,Claire Colwill,Ashleigh Nelson,0,What is the value of 'Young Player of the Year' where 'Player of the Year' is 'nan'?,,NA
