URL,Key,Response,actual_result,correct,With keys,Prompt,Context Response,Context Correct
https://en.wikipedia.org/wiki/2023%E2%80%9324_Saudi_Pro_League,GP.,22,['Total'],-1,0,Which 'Round' has the maximum value in the 'GP.' column ?,,NA
https://en.wikipedia.org/wiki/2023_Rugby_World_Cup_statistics,Rank,10,['Australia vs Georgia'],-1,0,Which 'Match' has the maximum value in the 'Rank' column ?,,NA
https://en.wikipedia.org/wiki/AACTA_Award_for_Best_Documentary_Series,Year,2010,"['Liberal Rule - The Politics That Changed Australia', 'Addicted to Money', 'Disable Bodied Sailors', 'Kokoda']",-1,0,Which 'Film' has the maximum value in the 'Year' column ?,,NA
https://en.wikipedia.org/wiki/AACTA_Award_for_Best_Feature_Length_Documentary,Year,2017,"['Casting JonBenet', 'David Stratton: A Cinematic Life', 'Deep Water: The Real Story', 'Whiteley', ""Zach's Ceremony""]",-1,0,Which 'Film' has the maximum value in the 'Year' column ?,,NA
https://en.wikipedia.org/wiki/AEX_index,Index weighting (%),ASML Holdings NV - 23.21,['Unilever'],-1,0,Which 'Company' has the maximum value in the 'Index weighting (%)' column ?,,NA
https://en.wikipedia.org/wiki/ARIA_Award_for_Best_Female_Artist,Wins,Kylie Minogue,"['Kasey Chambers', 'Wendy Matthews', 'Sia']",-1,0,Which 'Artist' has the maximum value in the 'Wins' column ?,,NA
https://en.wikipedia.org/wiki/ARIA_Award_for_Best_Male_Artist,Nominations,Gotye,['Paul Kelly'],0,0,Which 'Artist' has the maximum value in the 'Nominations' column ?,,NA
https://en.wikipedia.org/wiki/ARIA_Award_for_Engineer_of_the_Year,Year,2019,"[nan, 'Chris Collins', 'Dom Dolla', 'Eric J Debowsky', 'Luke Steele, Nick Littlemore and Peter Mayes', 'Tony Buchen']",-1,0,Which 'Engineer(s)' has the maximum value in the 'Year' column ?,,NA
https://en.wikipedia.org/wiki/ASEAN_PGA_Tour,Prize money (US$),2016,[2013],0,0,Which 'Year' has the maximum value in the 'Prize money (US$)' column ?,,NA
https://en.wikipedia.org/wiki/Abaqulusi_Local_Municipality,Code,342001,['Zulu/Khambi'],-1,0,Which 'Place' has the maximum value in the 'Code' column ?,,NA
https://en.wikipedia.org/wiki/Academy_Award_for_Best_Actress,Wins,2,['Katharine Hepburn'],-1,0,Which 'Actress' has the maximum value in the 'Wins' column ?,,NA
https://en.wikipedia.org/wiki/Academy_Award_for_Best_Director,Year,1949,"['A Letter to Three Wives', 'The Fallen Idol', ""All the King's Men"", 'Battleground', 'The Heiress']",-1,0,Which 'Film' has the maximum value in the 'Year' column ?,,NA
https://en.wikipedia.org/wiki/Aconitine,Dose data (mg/kg),Mouse,"['Mouse', 'Mouse']",1,1,Which 'Species observed' has the maximum value in the 'Dose data (mg/kg)' column ?,,NA
https://en.wikipedia.org/wiki/Administrative_distance,Administrative distance,255,['Bootp'],-1,-1,Which 'Routing protocol' has the maximum value in the 'Administrative distance' column ?,,NA
https://en.wikipedia.org/wiki/Afro-Asian_Club_Championship,Winners,South Korea,['Egypt'],0,0,Which 'Nation' has the maximum value in the 'Winners' column ?,,NA
https://en.wikipedia.org/wiki/Aircraft_carrier_operations_during_World_War_II,Carrier Lost-Time Involvements,Kamikaze attacks,"['Total Lost-Time Involvements', 'Total Lost-Time Involvements']",-1,0,Which 'Causes For Damage' has the maximum value in the 'Carrier Lost-Time Involvements' column ?,,NA
https://en.wikipedia.org/wiki/Albert_Luthuli_Local_Municipality,Code,NL5030018,['Tshabalala'],-1,0,Which 'Place' has the maximum value in the 'Code' column ?,,NA
https://en.wikipedia.org/wiki/Aleksinac,Population,Serbs,['Total'],0,0,Which 'Ethnic group' has the maximum value in the 'Population' column ?,,NA
https://en.wikipedia.org/wiki/Amahlathi_Local_Municipality,Code,EC144,['Stutterheim Part 2'],-1,0,Which 'Place' has the maximum value in the 'Code' column ?,,NA
https://en.wikipedia.org/wiki/Antipodes_Islands,Area (ha),Antipodes Island,['Total'],0,0,Which 'Location' has the maximum value in the 'Area (ha)' column ?,,NA
https://en.wikipedia.org/wiki/Appinite,Appinite Meenalargan,126,['Sr'],-1,0,Which 'Trace elements ppm' has the maximum value in the 'Appinite Meenalargan' column ?,,NA
https://en.wikipedia.org/wiki/Apple_Music_100_Best_Albums,Number of albums,Hip-Hop/Rap,['Hip-Hop/Rap'],1,1,Which 'Genre' has the maximum value in the 'Number of albums' column ?,,NA
"https://en.wikipedia.org/wiki/Arbus,_Sardinia",Arrivals in town,Italy,['Germany'],-1,0,Which 'Country of origin' has the maximum value in the 'Arrivals in town' column ?,,NA
https://en.wikipedia.org/wiki/Argentina_at_the_2015_Pan_American_Games,Men,Athletics,['Total'],0,0,Which 'Sport' has the maximum value in the 'Men' column ?,,NA
https://en.wikipedia.org/wiki/Argentina_at_the_2015_Parapan_American_Games,Men,Football 7-a-side,['Total'],0,0,Which 'Sport' has the maximum value in the 'Men' column ?,,NA
https://en.wikipedia.org/wiki/Armenian_language,Armenian speakers,Armenia,['Armenia'],1,1,Which 'Country' has the maximum value in the 'Armenian speakers' column ?,,NA
https://en.wikipedia.org/wiki/Asian_Cup_Winners%27_Cup,Titles,Japan,['Saudi Arabia'],0,0,Which 'Nation' has the maximum value in the 'Titles' column ?,,NA
"https://en.wikipedia.org/wiki/Atlanta_campaign_order_of_battle:_First_phase,_Union",April 30,XIV,['Grand Total'],-1,0,Which 'Corps' has the maximum value in the 'April 30' column ?,,NA
"https://en.wikipedia.org/wiki/Atlanta_campaign_order_of_battle:_Second_phase,_Union",April 30,XIV,['Grand Total'],-1,0,Which 'Corps' has the maximum value in the 'April 30' column ?,,NA
https://en.wikipedia.org/wiki/Atlantic_slave_trade,Portuguese,Brazil,['Total'],-1,0,Which 'Destination' has the maximum value in the 'Portuguese' column ?,,NA
https://en.wikipedia.org/wiki/Auckland_Islands,Area (ha),Auckland Island,['Total'],0,0,Which 'Location' has the maximum value in the 'Area (ha)' column ?,,NA
https://en.wikipedia.org/wiki/Aude,Population,Narbonne,['Narbonne'],1,1,Which 'Town' has the maximum value in the 'Population' column ?,,NA
https://en.wikipedia.org/wiki/Aurealis_Award_for_Best_Children%27s_Fiction,Year,2019,"['The Wintrish Girl', 'Gus and the Starlight', 'The Wrath of the Woolington Wym', ""The Raven's Song"", 'The Goodbye Year', 'Mars Awakens']",-1,0,Which 'Work(s)' has the maximum value in the 'Year' column ?,,NA
https://en.wikipedia.org/wiki/Aurealis_Award_for_Best_Collection,Year,2019,"['The Art of Broken Things', 'The Fall: Tales From The Gulp 2', 'Everything Feels Like the End of the World', 'Here be Leviathans', 'Hard Places', 'Team Queen']",-1,0,Which 'Collection' has the maximum value in the 'Year' column ?,,NA
https://en.wikipedia.org/wiki/Aurealis_Award_for_Best_Fantasy_Short_Story,Year,2021,"['""Truth Be Told""', '""The Dead May Dance""', '""The Case of the Somewhat Mythic Sword""', '""Terracotta Daughter""', '""A Solace of Shadows""']",-1,-1,Which 'Short story' has the maximum value in the 'Year' column ?,,NA
https://en.wikipedia.org/wiki/Aurealis_Award_for_Best_Horror_Novella,Year,2021,"['""All the Long Way Down', '""The Band Plays On""', 'Cryptid Killers', '""Hell\'s Teeth""', 'When the Cicadas Stop Singing']",-1,-1,Which 'Novella' has the maximum value in the 'Year' column ?,,NA
https://en.wikipedia.org/wiki/Aurealis_Award_for_Best_Illustrated_Book_or_Graphic_Novel,Year,2021,"['Ember and the Island of Lost Creatures', 'Frankenstein Monstrance Preview #1', 'MEAT4BURGERS', 'Monomyth']",-1,0,Which 'Illustrated book or graphic novel' has the maximum value in the 'Year' column ?,,NA
https://en.wikipedia.org/wiki/Aurealis_Award_for_Best_Young_Adult_Short_Story,Year,2021,"['""Don\'t Look!""', '""Hunger""', '""Of Slaves and Lions""', '""Slaughterhouse Boys""', '""Way-bread Rising""', '""The Woods Echo Back""']",-1,-1,Which 'Short story' has the maximum value in the 'Year' column ?,,NA
https://en.wikipedia.org/wiki/Australia_at_the_2017_Asian_Winter_Games,Men,Short Track Speed Skating,['Total'],-1,0,Which 'Sport' has the maximum value in the 'Men' column ?,,NA
https://en.wikipedia.org/wiki/Australia_at_the_2022_Commonwealth_Games,Men,Athletics,['Total'],0,0,Which 'Sport' has the maximum value in the 'Men' column ?,,NA
